arm,run,file,category,credit_id,credit_name,max_points,applicability,estimated_level,estimated_points,justification,questions_summary,level_guide_reference,concept_phase_actions,documentation_needed,input_tokens,output_tokens,elapsed_seconds,valid_json,truncated,success
zero_shot,2,00_sample_project,Leadership,LD2.2,Plan for Sustainable Communities,,Applicable,Improved,4,,QA:Insufficient Data(No consideration of sustainability during project selection/identification menti) | QB:Insufficient Data(No alternative analyses conducted on sustainability performance mentioned in the) | QC:Insufficient Data(No assessment of project impacts to broader long-term community or regional sust) | QD:Insufficient Data(No comprehensive sustainable development plan mentioned in the PDF metadata) | QE:Insufficient Data(No addressing of an inherently unsustainable condition within the community or r),"A, B required for Improved",Consider sustainability during project selection/identification; Conduct alternative analyses on sustainability performance,Sustainability consideration report; Alternative analysis report,24260,3614,972.32,True,False,True
zero_shot,2,00_sample_project,Leadership,LD2.3,Plan for Long-Term Monitoring and Maintenance,,Applicable,Improved,2,,QA:Insufficient Data(No consideration of reducing ongoing operational impacts mentioned in the PDF me) | QB:Insufficient Data(No clear and comprehensive plan for long-term monitoring and maintenance mention) | QC:Insufficient Data(No communication of the monitoring and maintenance plan with operations and main) | QD:Insufficient Data(No sufficient resources allocated for long-term monitoring and maintenance menti) | QE:Insufficient Data(No plan to re-evaluate and modify the maintenance plan based on monitored data m),A required for Improved,Consider reducing ongoing operational impacts; Develop a comprehensive plan for long-term monitoring and maintenance,Monitoring and maintenance plan document; Resource allocation plan,24260,3614,972.32,True,False,True
zero_shot,2,00_sample_project,Leadership,LD2.4,Plan for End-of-Life,,Applicable,Improved,2,,"QA:Insufficient Data(No end-of-life plan developed mentioned in the PDF metadata) | QB:Insufficient Data(No evaluation of opportunities to extend the project's useful life or beneficial) | QC:Insufficient Data(No assessment of potential social, environmental, and economic end-of-life impac) | QD:Insufficient Data(No evaluation of the costs and salvage value of the project's deconstruction, de) | QE:Insufficient Data(No proactive engagement of stakeholders in end-of-life planning mentioned in the)","A, B required for Improved",Develop an end-of-life plan; Evaluate opportunities to extend the project's useful life or beneficially repurpose the project after end-of-life,End-of-life plan document; Opportunity evaluation report,24260,3614,972.32,True,False,True
zero_shot,2,00_sample_project,Leadership,LD3.1,Stimulate Economic Prosperity and Development,,Applicable,Improved,3,,"QA:Insufficient Data(No creation of a significant number of new jobs during design, construction, and) | QB:Insufficient Data(No provision of new operating capacity for business, industry, or the public men) | QC:Insufficient Data(No additional access, increase in the number of choices, and/or increase in the ) | QD:Insufficient Data(No improvement of community attractiveness for business, industry, or the public) | QE:Insufficient Data(No stimulation of economic prosperity and further economic development mentioned)","A, B required for Improved","Create new jobs during design, construction, and operation; Provide new operating capacity for business, industry, or the public",Job creation plan; Operating capacity provision plan,24260,3614,972.32,True,False,True
zero_shot,2,00_sample_project,Leadership,LD3.2,Develop Local Skills and Capabilities,,Applicable,Improved,2,,"QA:Insufficient Data(No inclusion of training programs for local skill development mentioned in the P) | QB:Insufficient Data(No identification of skill or capability gaps in the local workforce mentioned i) | QC:Insufficient Data(No continuation of training, education, or skill development programs after proj) | QD:Insufficient Data(No targeting of training and skill development programs to economically depresse)",A required for Improved,Include training programs for local skill development; Identify skill or capability gaps in the local workforce,Training program plan; Skill gap assessment report,24260,3614,972.32,True,False,True
zero_shot,2,00_sample_project,Leadership,LD3.3,Conduct a Life-Cycle Economic Evaluation,,Applicable,Improved,5,,"QA:Insufficient Data(No life-cycle cost analysis conducted mentioned in the PDF metadata) | QB:Insufficient Data(No use of life-cycle cost analyses to compare alternatives for at least one majo) | QC:Insufficient Data(No mapping of social, environmental, and financial costs and benefits of the pro) | QD:Insufficient Data(No cost-benefit analysis conducted to identify the financial, social, and enviro) | QE:Insufficient Data(No use of cost-benefit analyses to compare alternatives for at least one major p)",A required for Improved,Conduct a life-cycle cost analysis; Use life-cycle cost analyses to compare alternatives,Life-cycle cost analysis report; Alternative comparison report,24260,3614,972.32,True,False,True
zero_shot,2,00_sample_project,Natural World,,,,,,,,,,,,28099,3901,1126.84,False,True,True
zero_shot,2,00_sample_project,Quality Of Life,,,,,,,,,,,,27044,4000,1137.44,False,True,True
zero_shot,2,00_sample_project,Resource Allocation,RA1.1,Support Sustainable Procurement Practices,,Applicable,,,The project includes the use or consumption of physical materials in construction or operation.,QA:Insufficient Data(No sustainable procurement policy or program mentioned in the PDF metadata) | QB:Insufficient Data(No information on the extent of materials meeting sustainable procurement policy),,Develop a sustainable procurement policy or program; Conduct a material takeoff or bill of quantities,Sustainable procurement policy or program document; Material takeoffs or bills of quantities,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA1.2,Use Recycled Materials,,Applicable,,,The project includes the use or consumption of physical materials in construction or operation.,QA:Insufficient Data(No information on the use of recycled materials),,Specify recycled materials in the design; Conduct a material takeoff or bill of quantities,Material takeoffs or bills of quantities; Recycled material specifications,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA1.3,Reduce Operational Waste,,Applicable,,,The project produces operational waste.,QA:Insufficient Data(No waste management plan mentioned in the PDF metadata) | QB:Insufficient Data(No information on the extent of operational waste reduction),,Develop a waste management plan; Investigate operational waste reduction strategies,Waste management plan; Operational waste reduction strategies,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA1.4,Reduce Construction Waste,,Applicable,,,The project produces construction waste.,QA:Insufficient Data(No comprehensive waste management plan mentioned in the PDF metadata) | QB:Insufficient Data(No information on the extent of construction waste reduction),,Develop a comprehensive waste management plan; Investigate construction waste reduction strategies,Comprehensive waste management plan; Construction waste reduction strategies,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA1.5,Balance Earthwork On Site,,Applicable,,,The project involves the excavation of qualifying earthwork.,QA:Insufficient Data(No information on earthwork balancing),,Develop an earthwork balancing plan; Conduct cut and fill calculations,Earthwork balancing plan; Cut and fill calculations,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA2.1,Reduce Operational Energy Consumption,,Applicable,,,The project consumes energy during operation.,QA:Insufficient Data(No estimated annual energy consumption mentioned in the PDF metadata) | QB:Insufficient Data(No information on operational energy reduction),,Estimate annual energy consumption; Investigate operational energy reduction strategies,Energy consumption estimates; Operational energy reduction strategies,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA2.2,Reduce Construction Energy Consumption,,Applicable,,,The project consumes energy during construction.,QA:Insufficient Data(No planning reviews for construction energy reduction mentioned in the PDF metad) | QB:Insufficient Data(No information on construction energy reduction strategies),,Develop a construction energy reduction plan; Investigate energy-efficient construction strategies,Construction energy reduction plan; Energy-efficient construction strategies,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA2.3,Use Renewable Energy,,Applicable,,,The project consumes energy during operation.,QA:Insufficient Data(No information on renewable energy use),,Investigate renewable energy options; Estimate energy production,Renewable energy system design; Energy production estimates,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA2.4,Commission and Monitor Energy Systems,,Applicable,,,The project consumes energy during operation.,QA:Insufficient Data(No advanced integrated monitoring systems mentioned in the PDF metadata) | QB:Insufficient Data(No information on commissioning or monitoring plans) | QC:Insufficient Data(No plan for ongoing commissioning mentioned in the PDF metadata),,Design monitoring systems; Develop a commissioning plan; Schedule ongoing commissioning,Monitoring system design; Commissioning plan; Ongoing commissioning schedule,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA3.1,Preserve Water Resources,,Applicable,,,The project consumes water or impacts receiving waters.,QA:Insufficient Data(No watershed assessment mentioned in the PDF metadata) | QB:Insufficient Data(No estimated water usage or wastewater generation mentioned in the PDF metadata) | QC:Insufficient Data(No features to minimize negative impacts on water resources mentioned in the PDF) | QD:Insufficient Data(No net-zero impact on freshwater supplies mentioned in the PDF metadata) | QE:Insufficient Data(No watershed-level or regional plan mentioned in the PDF metadata) | QF:Insufficient Data(No direct net-positive improvement to the watershed mentioned in the PDF metadat),,Conduct a watershed assessment; Estimate water usage and wastewater generation; Investigate water conservation features; Develop a net-zero impact plan; Participate in watershed-level or regional planning,Watershed assessment report; Water usage and wastewater generation estimates; Water conservation features; Net-zero impact plan; Watershed-level or regional plan,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA3.2,Reduce Operational Water Consumption,,Applicable,,,The project consumes water during operation.,QA:Insufficient Data(No planning and design reviews for potable water reduction mentioned in the PDF ) | QB:Insufficient Data(No information on potable water reduction) | QC:Insufficient Data(No information on overall water use reduction) | QD:Insufficient Data(No net-positive impact on water use mentioned in the PDF metadata),,Develop a water conservation plan; Investigate potable water reduction strategies; Estimate overall water use reduction; Develop a net-positive impact plan,Water conservation plan; Potable water reduction strategies; Overall water use reduction estimates; Net-positive impact plan,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA3.3,Reduce Construction Water Consumption,,Applicable,,,The project consumes water during construction.,QA:Insufficient Data(No planning reviews for construction water reduction mentioned in the PDF metada) | QB:Insufficient Data(No information on construction water conservation strategies),,Develop a construction water reduction plan; Investigate water conservation strategies,Construction water reduction plan; Water conservation strategies,26530,2650,755.73,True,False,True
zero_shot,2,00_sample_project,Resource Allocation,RA3.4,Monitor Water Systems,,Applicable,,,The project consumes water or conveys large quantities of water.,QA:Insufficient Data(No advanced integrated monitoring systems mentioned in the PDF metadata) | QB:Insufficient Data(No real-time water monitoring mentioned in the PDF metadata),,Design monitoring systems; Develop a real-time monitoring plan,Monitoring system design; Real-time monitoring plan,26530,2650,755.73,True,False,True
zero_shot,3,00_sample_project,Climate And Resilience,CR1.1,Reduce Net Embodied Carbon,,Applicable,No Level,0,,QA:Insufficient Data(No embodied carbon assessment in PDF metadata) | QB:Insufficient Data(No calculation of primary contributors to overall embodied carbon in PDF metadat) | QC:Insufficient Data(No information on reduction of net embodied carbon in PDF metadata),"A,B,C required for Improved",Conduct embodied carbon assessment; Calculate primary contributors to overall embodied carbon,Embodied carbon assessment report; Calculation of primary contributors to overall embodied carbon,22526,2643,689.03,True,False,True
zero_shot,3,00_sample_project,Climate And Resilience,CR1.2,Reduce Greenhouse Gas Emissions,,Applicable,No Level,0,,QA:Insufficient Data(No information on reduction of greenhouse gas emissions in PDF metadata) | QB:Insufficient Data(No calculation and reporting of annual greenhouse gas emissions in PDF metadata),"A,B required for Improved",Conduct greenhouse gas emissions assessment; Calculate and report annual greenhouse gas emissions,Greenhouse gas emissions assessment report; Calculation and reporting of annual greenhouse gas emissions,22526,2643,689.03,True,False,True
zero_shot,3,00_sample_project,Climate And Resilience,CR1.3,Reduce Air Pollutant Emissions,,Applicable,No Level,0,,QA:Insufficient Data(No information on meeting minimum air quality standards in PDF metadata) | QB:Insufficient Data(No information on reduction of air pollutant emissions in PDF metadata) | QC:Insufficient Data(No information on ongoing monitoring and management of direct air pollutant emis) | QD:Insufficient Data(No assessment of materiality of volatile organic compounds in PDF metadata) | QE:Insufficient Data(No information on removal of existing air pollutant sources in PDF metadata),"A,B,C required for Enhanced",Conduct air pollutant emissions assessment; Implement strategies to reduce air pollutant emissions,Air pollutant emissions assessment report; Implementation plan for reducing air pollutant emissions,22526,2643,689.03,True,False,True
zero_shot,3,00_sample_project,Climate And Resilience,CR2.1,Avoid Unsuitable Development,,Applicable,No Level,0,,QA:Insufficient Data(No information on identification of potential siting hazards in PDF metadata) | QB:Insufficient Data(No information on consideration of siting and project alternatives in PDF metada) | QC:Insufficient Data(No information on implementation of strategies to mitigate site hazards in PDF m) | QD:Insufficient Data(No information on chosen project and site resulting in lowest exposure to site h) | QE:Insufficient Data(No information on intentional avoidance of known site hazards in PDF metadata) | QF:Insufficient Data(No information on removal or modification of structures subject to frequent dama),A+B required for Improved,Conduct siting hazard assessment; Consider alternative project and site options,Siting hazard assessment report; Alternative project and site option analysis,22526,2643,689.03,True,False,True
zero_shot,3,00_sample_project,Climate And Resilience,CR2.2,Assess Climate Change Vulnerability,,Applicable,No Level,0,,QA:Insufficient Data(No information on determination of climate change threats in PDF metadata) | QB:Insufficient Data(No information on determination of vulnerability to climate change threats in PD) | QC:Insufficient Data(No information on determination of infrastructure system vulnerability to climat) | QD:Insufficient Data(No information on determination of community vulnerability to climate change thr) | QE:Insufficient Data(No information on sharing of climate threat findings in PDF metadata),A+B required for Improved,Conduct climate change vulnerability assessment; Determine infrastructure system and community vulnerability,Climate change vulnerability assessment report; Infrastructure system and community vulnerability analysis,22526,2643,689.03,True,False,True
zero_shot,3,00_sample_project,Climate And Resilience,CR2.3,Evaluate Risk and Resilience,,Applicable,No Level,0,,QA:Insufficient Data(No information on risk assessment boundary in PDF metadata) | QB:Insufficient Data(No information on identification of critical functions and dependencies in PDF m) | QC:Insufficient Data(No information on identification of threats or hazards in PDF metadata) | QD:Insufficient Data(No information on identification of vulnerabilities of critical functions and de) | QE:Insufficient Data(No information on evaluation of risks in PDF metadata) | QF:Insufficient Data(No information on participation of owner and stakeholders in risk evaluation in ),A+B+C+D+E required for Superior,Conduct risk assessment; Identify critical functions and dependencies,Risk assessment report; Critical functions and dependencies analysis,22526,2643,689.03,True,False,True
zero_shot,3,00_sample_project,Climate And Resilience,CR2.4,Establish Resilience Goals and Strategies,,Applicable,No Level,0,,QA:Insufficient Data(No information on identification of project performance goals and risk appetite ) | QB:Insufficient Data(No information on development of risk management strategies in PDF metadata) | QC:Insufficient Data(No information on engagement of key stakeholders in developing resilience goals ) | QD:Insufficient Data(No information on project's support for larger community resilience or climate c),A+B required for Enhanced,Develop risk management strategies; Engage key stakeholders in developing resilience goals,Risk management strategy report; Resilience goal development plan,22526,2643,689.03,True,False,True
zero_shot,3,00_sample_project,Climate And Resilience,CR2.5,Maximize Resilience,,Applicable,No Level,0,,QA:Insufficient Data(No information on development of resilience goals and strategies in PDF metadata) | QB:Insufficient Data(No information on implementation of resilience strategies in PDF metadata) | QC:Insufficient Data(No information on monitoring and review of resilience strategy effectiveness in ) | QD:Insufficient Data(No information on incorporation of resilience goals and strategies into ongoing ) | QE:Insufficient Data(No information on measurement or quantification of resilience performance target),A+B+C+D+E required for Conserving,Develop resilience goals and strategies; Implement resilience strategies,Resilience goal and strategy development report; Resilience strategy implementation plan,22526,2643,689.03,True,False,True
zero_shot,3,00_sample_project,Climate And Resilience,CR2.6,Improve Infrastructure Integration,,Applicable,No Level,0,,QA:Insufficient Data(No information on increase of internal systems integration in PDF metadata) | QB:Insufficient Data(No information on reduction of risk of systemic or cascading failures in PDF met) | QC:Insufficient Data(No information on increase of external systems integration in PDF metadata) | QD:Insufficient Data(No information on integration of infrastructure networks in PDF metadata) | QE:Insufficient Data(No information on integration of data or monitoring systems in PDF metadata),A required for Improved,Increase internal systems integration; Reduce risk of systemic or cascading failures,Internal systems integration plan; Systemic or cascading failure risk reduction plan,22526,2643,689.03,True,False,True
zero_shot,3,00_sample_project,Leadership,LD1.1,Provide Effective Leadership and Commitment,,Applicable,Improved,2,,QA:Insufficient Data(No community needs assessment in model) | QB:Insufficient Data(No sustainability management plan in model) | QC:Insufficient Data(No periodic revisit of project sustainability commitments in model) | QD:Insufficient Data(No organizational commitments to sustainability from key team members in model),A + B required for Enhanced,"Begin community engagement to address A, B, D",Community needs assessment report; Sustainability management plan,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Leadership,LD1.2,Foster Collaboration and Teamwork,,Applicable,Improved,2,,"QA:Insufficient Data(No interdisciplinary collaborative kickoff meeting in model) | QB:Insufficient Data(No sustainability performance enhancements from collaboration in model) | QC:Insufficient Data(No regular interdisciplinary and collaborative meetings in model) | QD:Insufficient Data(No inclusion of construction, operations, or maintenance stakeholders in model)",A + B required for Enhanced,Establish interdisciplinary collaborative meetings,Meeting minutes; Collaboration plan,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Leadership,LD1.3,Provide for Stakeholder Involvement,,Applicable,Improved,3,,QA:Insufficient Data(No stakeholder mapping exercise in model) | QB:Insufficient Data(No proactive stakeholder engagement process in model) | QC:Insufficient Data(No lead member of project team involved with stakeholders in model) | QD:Insufficient Data(No stakeholder engagement feedback incorporated into project plans in model) | QE:Insufficient Data(No stakeholder satisfaction assessment in model) | QF:No(Project team has not engaged stakeholders as partners),"A, B required for Enhanced",Conduct stakeholder mapping exercise,Stakeholder engagement plan; Stakeholder feedback report,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Leadership,LD1.4,Pursue Byproduct Synergies,,Applicable,Improved,3,,QA:Insufficient Data(No assessment of excess resources or capacity in model) | QB:Insufficient Data(No identification of byproduct synergy opportunities in model) | QC:Insufficient Data(No pursuit of byproduct synergies in model) | QD:Insufficient Data(No inclusion of byproduct synergy in project in model) | QE:Insufficient Data(No circular economy approach in model),"A, B required for Enhanced",Assess excess resources and capacity,Byproduct synergy assessment report; Circular economy plan,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Leadership,LD2.1,Establish a Sustainability Management Plan,,Applicable,Improved,4,,QA:Insufficient Data(No roles and responsibilities assigned for sustainability in model) | QB:Insufficient Data(No sustainability management plan developed in model) | QC:Insufficient Data(No processes and management controls for sustainability goals in model) | QD:Insufficient Data(No implementation of sustainability management plan in model) | QE:Insufficient Data(No adaptability and flexibility in sustainability management plan in model),"A, B required for Enhanced",Develop sustainability management plan,Sustainability management plan document,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Leadership,LD2.2,Plan for Sustainable Communities,,Applicable,Improved,4,,QA:Insufficient Data(No consideration of sustainability during project selection in model) | QB:Insufficient Data(No alternative analyses conducted on sustainability performance in model) | QC:Insufficient Data(No assessment of project impacts on broader community sustainability in model) | QD:Insufficient Data(No comprehensive sustainable development plan in model) | QE:Insufficient Data(No address of inherently unsustainable conditions in community in model),"A, B required for Enhanced",Conduct sustainability assessment during project selection,Sustainability assessment report; Comprehensive sustainable development plan,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Leadership,LD2.3,Plan for Long-Term Monitoring and Maintenance,,Applicable,Improved,2,,QA:Insufficient Data(No consideration of ongoing operational impacts in model) | QB:Insufficient Data(No comprehensive plan for long-term monitoring and maintenance in model) | QC:Insufficient Data(No communication of monitoring and maintenance plan with operations and maintena) | QD:Insufficient Data(No allocation of sufficient resources for long-term monitoring and maintenance i) | QE:Insufficient Data(No plan to re-evaluate and modify maintenance plan based on monitored data in mo),A required for Enhanced,Develop long-term monitoring and maintenance plan,Long-term monitoring and maintenance plan document,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Leadership,LD2.4,Plan for End-of-Life,,Applicable,Improved,2,,"QA:Insufficient Data(No end-of-life plan developed in model) | QB:Insufficient Data(No evaluation of opportunities to extend project's useful life or beneficially r) | QC:Insufficient Data(No assessment of potential social, environmental, and economic end-of-life impac) | QD:Insufficient Data(No evaluation of costs and salvage value of project's deconstruction, decommissi) | QE:Insufficient Data(No proactive engagement of stakeholders in end-of-life planning in model)","A, B required for Enhanced",Develop end-of-life plan,End-of-life plan document,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Leadership,LD3.1,Stimulate Economic Prosperity and Development,,Applicable,Improved,3,,"QA:Insufficient Data(No creation of significant number of new jobs during design, construction, and o) | QB:Insufficient Data(No provision of new operating capacity for business, industry, or the public in ) | QC:Insufficient Data(No increase in access, quality, and/or socioeconomic conditions for community in) | QD:Insufficient Data(No improvement of community attractiveness for business, industry, or the public) | QE:Insufficient Data(No stimulation of economic prosperity and further economic development in model)","A, B required for Enhanced",Conduct economic impact assessment,Economic impact assessment report,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Leadership,LD3.2,Develop Local Skills and Capabilities,,Applicable,Improved,2,,"QA:Insufficient Data(No inclusion of training programs for local skill development in model) | QB:Insufficient Data(No identification of skill or capability gaps in local workforce and targeting o) | QC:Insufficient Data(No continuation of training, education, or skill development programs after proj) | QD:Insufficient Data(No targeting of training and skill development programs to economically depresse)",A required for Enhanced,Develop local skills and capabilities plan,Local skills and capabilities plan document,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Leadership,LD3.3,Conduct a Life-Cycle Economic Evaluation,,Applicable,Improved,5,,"QA:Insufficient Data(No life-cycle cost analysis conducted to identify financial impacts of whole pro) | QB:Insufficient Data(No use of life-cycle cost analyses to compare alternatives for major project com) | QC:Insufficient Data(No mapping of social, environmental, and financial costs and benefits of project) | QD:Insufficient Data(No conduct of cost-benefit analysis to identify financial, social, and environme) | QE:Insufficient Data(No use of cost-benefit analyses to compare alternatives for major project compon)",A required for Enhanced,Conduct life-cycle economic evaluation,Life-cycle economic evaluation report,24260,3218,873.61,True,False,True
zero_shot,3,00_sample_project,Natural World,,,,,,,,,,,,28099,3901,1118.18,False,True,True
zero_shot,3,00_sample_project,Quality Of Life,,,,,,,,,,,,27044,4000,1088.61,False,True,True
zero_shot,3,00_sample_project,Resource Allocation,RA1.1,Support Sustainable Procurement Practices,,Applicable,,,"The project involves the use of physical materials in construction or operation, making this credit applicable.",QA:Insufficient Data(No information on sustainable procurement policy or program found in the PDF met) | QB:Insufficient Data(No information on extent of materials meeting sustainable procurement requiremen),,Develop a sustainable procurement policy or program; Conduct a materials sourcing and procurement planning review,Sustainable procurement policy or program document; Materials sourcing and procurement plan,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA1.2,Use Recycled Materials,,Applicable,,,"The project involves the use of physical materials in construction or operation, making this credit applicable.",QA:Insufficient Data(No information on recycled material usage found in the PDF metadata.),,Specify and source recycled materials for the project,Recycled materials specification and sourcing plan,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA1.3,Reduce Operational Waste,,Applicable,,,"The project produces operational waste, making this credit applicable.",QA:Insufficient Data(No information on waste management plan found in the PDF metadata.) | QB:Insufficient Data(No information on extent of operational waste reduction found in the PDF metadat),,Develop a waste management plan; Conduct an operational waste reduction planning review,Waste management plan; Operational waste reduction strategy,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA1.4,Reduce Construction Waste,,Applicable,,,"The project produces construction waste, making this credit applicable.",QA:Insufficient Data(No information on comprehensive waste management plan found in the PDF metadata.) | QB:Insufficient Data(No information on extent of construction waste reduction found in the PDF metada),,Develop a comprehensive waste management plan; Conduct a construction waste reduction planning review,Comprehensive waste management plan; Construction waste reduction strategy,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA1.5,Balance Earthwork On Site,,Applicable,,,"The project involves earthwork, making this credit applicable.",QA:Insufficient Data(No information on earthwork balancing found in the PDF metadata.),,Develop an earthwork balancing plan,Earthwork balancing plan,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA2.1,Reduce Operational Energy Consumption,,Applicable,,,"The project consumes energy during operation, making this credit applicable.",QA:Insufficient Data(No information on estimated annual energy consumption found in the PDF metadata.) | QB:Insufficient Data(No information on extent of operational energy reduction found in the PDF metada),,Estimate annual energy consumption; Conduct an operational energy reduction planning review,Energy consumption estimate; Operational energy reduction strategy,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA2.2,Reduce Construction Energy Consumption,,Applicable,,,"The project consumes energy during construction, making this credit applicable.",QA:Insufficient Data(No information on planning reviews for energy reduction found in the PDF metadat) | QB:Insufficient Data(No information on extent of construction energy reduction found in the PDF metad),,Develop a construction energy reduction plan; Specify energy-efficient equipment,Construction energy reduction plan; Energy-efficient equipment specification,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA2.3,Use Renewable Energy,,Applicable,,,"The project consumes energy during operation, making this credit applicable.",QA:Insufficient Data(No information on renewable energy usage found in the PDF metadata.),,Design and install a renewable energy system,Renewable energy system design and installation plan,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA2.4,Commission and Monitor Energy Systems,,Applicable,,,"The project consumes energy during operation, making this credit applicable.",QA:Insufficient Data(No information on advanced integrated monitoring systems found in the PDF metada) | QB:Insufficient Data(No information on commissioning plan found in the PDF metadata.) | QC:Insufficient Data(No information on ongoing commissioning plan found in the PDF metadata.),,Develop a commissioning plan; Plan for ongoing monitoring and maintenance,Commissioning plan; Ongoing monitoring and maintenance plan,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA3.1,Preserve Water Resources,,Applicable,,,"The project consumes water during operation, making this credit applicable.",QA:Insufficient Data(No information on watershed assessment found in the PDF metadata.) | QB:Insufficient Data(No information on water usage estimate found in the PDF metadata.) | QC:Insufficient Data(No information on features to minimize negative impacts on water resources found) | QD:Insufficient Data(No information on net-zero impact on water resources found in the PDF metadata.) | QE:Insufficient Data(No information on watershed-level or regional plan found in the PDF metadata.) | QF:Insufficient Data(No information on direct net-positive improvement to the watershed found in the ),,Conduct a watershed assessment; Estimate and reduce water usage,Watershed assessment report; Water usage estimate and reduction plan,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA3.2,Reduce Operational Water Consumption,,Applicable,,,"The project consumes water during operation, making this credit applicable.",QA:Insufficient Data(No information on planning reviews for water reduction found in the PDF metadata) | QB:Insufficient Data(No information on extent of potable water reduction found in the PDF metadata.) | QC:Insufficient Data(No information on overall water use reduction found in the PDF metadata.) | QD:Insufficient Data(No information on net-positive impact on water use found in the PDF metadata.),,Develop a water reduction plan; Estimate potable and overall water usage,Water reduction plan; Potable and overall water usage estimates,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA3.3,Reduce Construction Water Consumption,,Applicable,,,"The project consumes water during construction, making this credit applicable.",QA:Insufficient Data(No information on planning reviews for water reduction found in the PDF metadata) | QB:Insufficient Data(No information on extent of potable water conservation found in the PDF metadata),,Develop a construction water reduction plan; Implement potable water conservation measures,Construction water reduction plan; Potable water conservation measures,26530,2905,789.75,True,False,True
zero_shot,3,00_sample_project,Resource Allocation,RA3.4,Monitor Water Systems,,Applicable,,,"The project consumes water during operation, making this credit applicable.",QA:Insufficient Data(No information on advanced integrated monitoring systems found in the PDF metada) | QB:Insufficient Data(No information on real-time water monitoring found in the PDF metadata.),,Design and install a water monitoring system,Water monitoring system design and installation plan,26530,2905,789.75,True,False,True
